"","pi","xi1","xi2","eta1","eta2","ppv1","ppv2","p11","p12","p13","p14","p15","p16","p17","p18","p19","p01","p02","p03","p04","p05","p06","p07","p08","p09","N100","N200","N350","N500"
"55",0.3,0.5,0.6,0.980272963202359,0.99021990828848,0.75,0.95,0.0383758619271607,0.00126302931008506,0.0832178030815158,0.0250614514710167,0.000206488257041108,0.001875365950935,0.114066447589983,0.00102672144471333,0.0349068309675492,0,0,0,0,0.0056401977895425,0.00816872796880619,0,0.00120586640852116,0.68498520783313,0.0379,0.5565,0.9147,0.9875
"56",0.3,0.75,0.85,0.908663142597652,0.93048596134717,0.65,0.75,0.155242858500263,0.00322198899513678,0.0293434225642886,0.0206277686250441,0.00233118741679869,0.0142327738400823,0.0518742431674283,0.0217019532953287,0.0014238035956291,0,0,0,0,0.0237538931771216,0.040181907004522,0,0.0249059338798595,0.611158265938497,0.0888,0.2528,0.457,0.6198
"57",0.3,0.75,0.85,0.98691107524376,0.980649048024539,0.75,0.85,0.166800320769848,0.00721732157177225,0.00160384923817161,0.0214408499269064,0.0114647634416499,0.0164727011344175,0.0400226457286453,0.00805409856117859,0.0269234496274108,0,0,0,0,0.00703467484326614,0.00212757248610207,0,0.00651099153955659,0.684326761131075,0.0576,0.245,0.4867,0.6708
"58",0.3,0.75,0.85,0.984450000565682,0.991221823358293,0.85,0.95,0.169679632497326,0.0049167318550211,0.0259058853110682,0.0140583677446295,0.0016239038648912,0.00881547812369508,0.0643494872247798,0.00037187681335249,0.0102786365652367,0,0,0,0,0.00544155151813652,0.00544344808588615,0,0.000703172131058527,0.688411828264919,0.0506,0.3916,0.7139,0.8754
"59",0.3,0.75,0.85,0.970489667385118,0.955740815074033,0.65,0.85,0.13190546441985,0.00774669824905811,0.020025038645327,0.05374942371588,0.0039902707343052,0.00758310414447642,0.0574293268952202,0.000178815985686587,0.0173918572101965,0,0,0,0,0.0141308078066772,0.00652642502374012,0,0.0168506216414994,0.662492145528083,0.1904,0.6525,0.9238,0.9842
"60",0.3,0.75,0.85,0.976283760159276,0.997587300201579,0.75,0.95,0.165971522065977,0.00307066419032458,0.0121588396568497,0.0219390947534007,0.00728867071238856,0.0145712086178203,0.0559438285465727,0.000786219731336635,0.0182699517253299,0,0,0,0,0.001446741472519,0.0151546264159875,0,0.000242148386375929,0.683156483725118,0.3622,0.9036,0.9957,0.9999
"61",0.3,0.85,0.95,0.885119099885924,0.958668087694345,0.65,0.75,0.21357063403782,0.00111234705228031,0.00333704115684093,0.0142040883835202,0.0143881015039104,0.00838700056066191,0.00767453153912884,0.0340502974833404,0.00327595828249716,0,0,0,0,0.00824346365655904,0.0721731664232943,0,0.0206888749573995,0.598894494962747,0.1246,0.3168,0.5422,0.6979
"62",0.3,0.85,0.95,0.97282891693051,0.98376395674755,0.75,0.85,0.182903826656921,0.0214910522717091,0.00111993964114776,0.0387268853094128,0.00658610361937685,0.00417219233806678,0.0302797337688737,0.00501239837370626,0.00970786802078549,0,0,0,0,0.00341169074606862,0.015608067402574,0,0.00795353953064637,0.673026702320711,0.0595,0.2138,0.411,0.5748
"63",0.3,0.85,0.95,0.982998741419038,0.999851445374994,0.85,0.95,0.21664801688379,0.00964683272102029,0.000570899250844943,0.0115441969692539,0.00441054036044549,0.0121795138146147,0.0426565749725848,9.38380929050853e-05,0.00224958693454036,0,0,0,0,6.41117828918958e-05,0.0118367692237815,0,3.9876454612453e-05,0.688059242538714,0.1029,0.4125,0.6931,0.8604
"64",0.3,0.85,0.95,0.885572022341657,0.972011015230008,0.65,0.85,0.194824812408661,0.0189986122539207,0.00399130509536149,0.0273834930506701,0.00305640455682134,0.00674537253255928,0.0366951404788145,0.00404153725111284,0.00426332237207921,0,0,0,0,0.0186167429319377,0.061482841428902,0,0.00097554640705666,0.618924869232104,0.4648,0.8409,0.9812,0.9982
"65",0.3,0.85,0.95,0.925691943609023,0.997961569105641,0.75,0.95,0.219768423591847,0.00334097213846339,0.00715233385598842,0.0158920240733458,0.00234657342500937,0.00649967289623821,0.0364451088795564,0.00720689789177842,0.00134799324777335,0,0,0,0,0.00058328876887026,0.0514323507048139,0,0.000843612857181153,0.647140747669135,0.5258,0.9092,0.996,0.9998
"66",0.3,0.5,0.7,0.991494157887064,0.984791755827609,0.65,0.75,0.0552121878687514,0.00191656791540044,0.0442414023765442,0.00699044001468312,0.0312335413441435,0.0104058604784781,0.10328170030707,0.011365562549951,0.0353527371449777,0,0,0,0,0.00521962205437221,0.000734467424683083,0,0.00542614886630122,0.688619761654644,0.0243,0.1703,0.3666,0.5284
"67",0.3,0.5,0.7,0.989063271288095,0.967260546218604,0.75,0.85,0.0818543742714736,0.00411260726848857,0.0322748010279789,0.0145576231098022,0.000983016288933556,0.0162175780275047,0.101567977618655,0.00692440144264714,0.0415076209445164,0,0,0,0,0.00284841921276668,0.00480729088556697,0,0.0200691984342106,0.672275091467456,0.0199,0.1108,0.2522,0.3683
"68",0.3,0.5,0.7,0.988398157450138,0.992167867338285,0.85,0.95,0.059867123921703,0.00225590489483985,0.0722800674949251,0.0124172509995995,0.00170591134027435,0.00147374134263448,0.132423993298738,0.00132981554484529,0.0162461911624404,0,0,0,0,0.00438233459875914,0.00373895518614442,0,0.00110015826444143,0.690778551950655,0.0055,0.1604,0.4913,0.7205
"69",0.3,0.5,0.7,0.926990922604455,0.955660466236295,0.65,0.85,0.0618259486357997,0.00171857156639048,0.0671746100121377,0.0121918331163406,0.00163708793019303,0.00545194873849121,0.130864240837264,0.00176231791401213,0.0173734412493711,0,0,0,0,0.00418369078737224,0.0469226633895096,0,0.0268539828472212,0.622039662975897,0.1873,0.5444,0.8431,0.9534
"70",0.3,0.5,0.7,0.955311466702759,0.987741037388332,0.75,0.95,0.126135820181731,0.000641276466240598,0.00918438328768314,0.00155837288533626,2.09908403817274e-05,0.0124591562932304,0.0799580170696916,0.00168552255661858,0.0683564604190865,0,0,0,0,0.00499776904764804,0.0262842042604207,0,0.00358350478051939,0.665134521911412,0.2549,0.7791,0.9689,0.9969
"71",0.3,0.7,0.95,0.960169767725747,0.978887236268825,0.65,0.75,0.135934741265043,0.0177764039586946,0.000911610459420237,0.00951792357467526,0.0323435770132647,0.0135157437269208,0.0793815361191487,0.0100458180691738,0.000572645813659012,0,0,0,0,0.00531033084428401,0.0225708317476931,0,0.00946860376753855,0.662650233640484,0.1,0.275,0.4869,0.6407
"72",0.3,0.7,0.95,0.997285880887648,0.974704942001096,0.75,0.85,0.152610932554473,0.00525486074619023,0.00105911922016237,0.0249976379121843,0.0163726429738011,0.00970480651126378,0.07969198904269,0.00607193677066103,0.00423607426857381,0,0,0,0,0.000821229111824584,0.00107865426682174,0,0.0168853114874079,0.681214805133946,0.038,0.2134,0.4386,0.6057
"73",0.3,0.7,0.95,0.964155651007313,0.991453373724778,0.85,0.95,0.198290529984995,0.000778597982871323,0.000758259682765588,0.00638934877470228,0.00242696586005618,0.00135629771455866,0.0717536277133254,0.00536092968404972,0.0128854426026758,0,0,0,0,0.00482491291482445,0.0202661313800563,0,0.00115772547783111,0.673751230227288,0.0954,0.435,0.7562,0.8997
"74",0.3,0.7,0.95,0.946070763978642,0.959493416719737,0.65,0.85,0.143856215733959,0.00515159800267653,0.0120299886319485,0.0468451059450104,0.000651623605983099,0.00146546805920842,0.075650095372787,0.0128453613395841,0.00150454330884309,0,0,0,0,0.0236070046137169,0.0141434606012341,0,0.00474760368246696,0.657501931102582,0.2673,0.7556,0.9658,0.9952
"75",0.3,0.7,0.95,0.926062461320544,0.992564051795385,0.75,0.95,0.179109457205184,0.0044527139740793,0.0127550365712819,0.00906080140553682,0.00412273315352687,0.000499257634221773,0.0875246469453479,0.000729647316324911,0.00174570579449634,0,0,0,0,0.00365550413106475,0.0481007729445546,0,0.0015496596121658,0.646694063312215,0.5155,0.9269,0.9973,0.9999
"76",0.3,0.6,0.5,0.973849054852035,0.974694876540785,0.65,0.75,0.0383012175947932,0.00932392409228857,0.081273538337782,0.0279145667060382,0.00203310301047553,0.0211536502411379,0.0595694055152566,0.0128577830811479,0.0475728114210801,0,0,0,0,0.000577521676373371,0.0177281399272022,0,0.0171360647450772,0.664558273651347,0.0167,0.0823,0.1794,0.2488
"77",0.3,0.6,0.5,0.971258076180571,0.974900113279832,0.75,0.85,0.0287862513426423,0.00143215180809166,0.119871106337272,0.0068473900712844,0.00114974833286492,0.0219133515589736,0.106800791184574,0.00498366726054317,0.00821554210375469,0,0,0,0,0.00735601203391356,0.0127633346396868,0,0.0102139086702043,0.669666744656195,0.0377,0.1578,0.3058,0.4414
"78",0.3,0.6,0.5,0.981671715420338,0.996649669418444,0.85,0.95,0.131946837424088,0.00454120967412368,0.0274172822265196,0.00597559903846526,0.00061721878268611,0.00950185285393674,0.00680553337418122,0.000113601706455468,0.113080864919544,0,0,0,0,4.05042392681576e-05,0.0127892949664952,0,0.00230472716782104,0.684865473626416,0.0215,0.2298,0.4428,0.6111
"79",0.3,0.6,0.5,0.922811425765976,0.988422669338096,0.65,0.85,0.0151679674244995,0.00566677977604343,0.131286053613845,0.0143471899844257,0.00479669808689832,0.00873531064841233,0.104873354334908,0.00514801039322516,0.00997863573774305,0,0,0,0,0.00310621313836112,0.0509257888254555,0,0.00499791832497187,0.640970079711211,0.1578,0.4835,0.7749,0.9067
"80",0.3,0.6,0.5,0.953464641342206,0.994706629101919,0.75,0.95,0.0162565756636967,0.00213259550098617,0.141041892130636,0.0163555320630435,0.00176363257485273,0.00244977204921907,0.113407983920484,8.3680276937087e-05,0.00650833582014521,0,0,0,0,0.00225399650336944,0.0303207545570866,0,0.00145136312528737,0.665973885814257,0.1342,0.6683,0.9296,0.9902
"81",0.3,0.85,0.75,0.891786057938007,0.943955611456269,0.65,0.75,0.19170607493634,0.0156420516551473,0.00763914150600218,0.00158183581742005,0.00589995024567246,0.0325308702986767,0.00488539323169832,0.00528469411372134,0.0348299881953211,0,0,0,0,0.035751985103709,0.0399977743396862,0,0.00347908687690279,0.620771153679702,0.1759,0.3926,0.6266,0.7942
"82",0.3,0.85,0.75,0.916982269318292,0.98436090399586,0.75,0.85,0.159198502697347,0.0158537927997358,0.0597820103490036,0.0147336045242584,0.0011409862089493,0.0042911003075702,0.0266231549008582,0.00744995886885161,0.0109268893434262,0,0,0,0,0.00398301601773277,0.0541293954594628,0,0.00696435118516525,0.634923237337639,0.1043,0.2454,0.4275,0.5729
